Source Type,Underlying,Tenor Swap,Tenor Option,Portfolio,Group,Risk,dRisk,Vol Score,Risk SP01,dRisk SP01,Risk PSP01,dRisk PSP01,Risk PM01,dRisk PM01,Risk PM01P,dRisk PM01P,Risk Theta,dRisk Theta,Risk JTD,dRisk JTD
ir/xccyvega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0117 · TRADER-059,G10,1728221,-290298,46.445,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 3M,FAKE_REPLACE_ME - BOOK-0118 · TRADER-059,G10,928764,-451902,6.067,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0119 · TRADER-060,G10,-355514,-449960,86.636,,,,,,,,,,,,
ir/xccyvega,FAKE_REPLACE_ME - USD/JPY XCCY Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0120 · TRADER-060,G10,-1540737,-22840,71.477,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - US CPI,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0121 · TRADER-061,G10,606509,-421361,64.81,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - US CPI,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0122 · TRADER-061,G10,3297818,-216215,16.005,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - US CPI,FAKE_REPLACE_ME - 10Y,,FAKE_REPLACE_ME - BOOK-0123 · TRADER-062,G10,1144587,-190521,41.692,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - US CPI,FAKE_REPLACE_ME - 20Y,,FAKE_REPLACE_ME - BOOK-0124 · TRADER-062,G10,2477630,-36862,73.467,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - EU HICP,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0125 · TRADER-063,G10,-3731626,444947,70.986,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - EU HICP,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0126 · TRADER-063,G10,584978,506935,86.001,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - EU HICP,FAKE_REPLACE_ME - 10Y,,FAKE_REPLACE_ME - BOOK-0127 · TRADER-064,G10,1952636,-376964,42.616,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - EU HICP,FAKE_REPLACE_ME - 20Y,,FAKE_REPLACE_ME - BOOK-0128 · TRADER-064,G10,2646912,208057,98.251,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - UK RPI,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0129 · TRADER-065,G10,3793036,268094,41.396,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - UK RPI,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0130 · TRADER-065,G10,-889578,-522418,16.333,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - UK RPI,FAKE_REPLACE_ME - 10Y,,FAKE_REPLACE_ME - BOOK-0131 · TRADER-066,G10,1230786,-347474,53.351,,,,,,,,,,,,
ir/inflation,FAKE_REPLACE_ME - UK RPI,FAKE_REPLACE_ME - 20Y,,FAKE_REPLACE_ME - BOOK-0132 · TRADER-066,G10,1873493,-264436,23.156,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0133 · TRADER-067,G10,-4240602,-92662,17.438,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0134 · TRADER-067,G10,-626438,-314437,51.101,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0135 · TRADER-068,G10,374515,-508099,98.542,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0136 · TRADER-068,G10,-3503609,285122,68.433,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0137 · TRADER-069,G10,-3603649,-477550,77.905,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0138 · TRADER-069,G10,3857938,-318134,85.257,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0139 · TRADER-070,G10,3214788,-426596,59.8,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - US CPI Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0140 · TRADER-070,G10,1606728,-170409,30.551,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0141 · TRADER-071,G10,728351,388952,71.004,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0142 · TRADER-071,G10,778083,-294673,16.413,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0143 · TRADER-072,G10,-4343749,-310691,74.907,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0144 · TRADER-072,G10,-4729482,47757,99.53,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0145 · TRADER-073,G10,-2728158,443048,39.39,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0146 · TRADER-073,G10,2462358,521823,96.754,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0147 · TRADER-074,G10,4035885,-244665,14.946,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - EU HICP Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0148 · TRADER-074,G10,-4222216,-310630,88.87,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0149 · TRADER-075,G10,2489396,-479552,7.001,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 2Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0150 · TRADER-075,G10,3831177,268673,27.856,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0151 · TRADER-076,G10,3425636,-340802,42.193,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 5Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0152 · TRADER-076,G10,2525781,89682,50.898,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0153 · TRADER-077,G10,-482181,-408685,54.177,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 10Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0154 · TRADER-077,G10,589728,-290846,69.633,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 6M,FAKE_REPLACE_ME - BOOK-0155 · TRADER-078,G10,4014006,-75139,89.549,,,,,,,,,,,,
ir/inflationvega,FAKE_REPLACE_ME - UK RPI Vol,FAKE_REPLACE_ME - 20Y,FAKE_REPLACE_ME - 1Y,FAKE_REPLACE_ME - BOOK-0156 · TRADER-078,G10,3790941,206979,12.463,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - USD 3M/6M,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0157 · TRADER-079,G10,-4620216,-487635,63.957,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - USD 3M/6M,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0158 · TRADER-079,G10,-4607152,108207,62.111,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - USD 3M/6M,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0159 · TRADER-080,G10,1424849,-37362,19.553,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - USD 3M/6M,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0160 · TRADER-080,G10,-4597419,193462,90.325,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - EUR 3M/6M,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0161 · TRADER-081,G10,3957342,111767,33.853,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - EUR 3M/6M,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0162 · TRADER-081,G10,580289,-270481,31.642,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - EUR 3M/6M,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0163 · TRADER-082,G10,1930958,32951,91.534,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - EUR 3M/6M,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0164 · TRADER-082,G10,873280,-472803,27.514,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - GBP 3M/6M,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0165 · TRADER-083,G10,-3426857,330942,22.635,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - GBP 3M/6M,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0166 · TRADER-083,G10,-1004036,-377768,84.38,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - GBP 3M/6M,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0167 · TRADER-084,G10,4318205,-528748,69.317,,,,,,,,,,,,
ir/basis,FAKE_REPLACE_ME - GBP 3M/6M,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0168 · TRADER-084,G10,3686073,420786,72.559,,,,,,,,,,,,
ir/bond,FAKE_REPLACE_ME - UST,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0169 · TRADER-085,G10,697701,-103102,42.672,,,,,,,,,,,,
ir/bond,FAKE_REPLACE_ME - UST,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0170 · TRADER-085,G10,4528514,-348594,80.659,,,,,,,,,,,,
ir/bond,FAKE_REPLACE_ME - UST,FAKE_REPLACE_ME - 10Y,,FAKE_REPLACE_ME - BOOK-0171 · TRADER-086,G10,875434,453345,97.709,,,,,,,,,,,,
ir/bond,FAKE_REPLACE_ME - Bund,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0172 · TRADER-086,G10,-4238695,-385035,37.566,,,,,,,,,,,,
ir/bond,FAKE_REPLACE_ME - Bund,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0173 · TRADER-087,G10,2809303,73307,42.858,,,,,,,,,,,,
ir/bond,FAKE_REPLACE_ME - Bund,FAKE_REPLACE_ME - 10Y,,FAKE_REPLACE_ME - BOOK-0174 · TRADER-087,G10,1384965,280172,91.84,,,,,,,,,,,,
ir/bond,FAKE_REPLACE_ME - Gilt,FAKE_REPLACE_ME - 2Y,,FAKE_REPLACE_ME - BOOK-0175 · TRADER-088,G10,795819,-532654,68.366,,,,,,,,,,,,
ir/bond,FAKE_REPLACE_ME - Gilt,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0176 · TRADER-088,G10,989859,118829,59.478,,,,,,,,,,,,
ir/bond,FAKE_REPLACE_ME - Gilt,FAKE_REPLACE_ME - 10Y,,FAKE_REPLACE_ME - BOOK-0177 · TRADER-089,G10,-583077,-330581,35.498,,,,,,,,,,,,
credit/delta,FAKE_REPLACE_ME - CDX IG,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0178 · TRADER-089,Index,3460931,390783,69.393,3460931,390783,2837963.42,320442.06,4083898.58,461123.94,38070.24,4298.61,-276874.48,-31262.64,1211325.85,136774.05
credit/delta,FAKE_REPLACE_ME - CDX IG,FAKE_REPLACE_ME - 3Y,,FAKE_REPLACE_ME - BOOK-0179 · TRADER-090,Index,535438,186263,45.496,535438,186263,439059.16,152735.66,631816.84,219790.34,5889.82,2048.89,-42835.04,-14901.04,187403.3,65192.05
credit/delta,FAKE_REPLACE_ME - CDX IG,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0180 · TRADER-090,Index,-1324608,-491635,85.784,-1324608,-491635,-1086178.56,-403140.7,-1563037.44,-580129.3,-14570.69,-5407.98,105968.64,39330.8,-463612.8,-172072.25
credit/delta,FAKE_REPLACE_ME - CDX IG,FAKE_REPLACE_ME - 7Y,,FAKE_REPLACE_ME - BOOK-0181 · TRADER-091,Index,-1888505,-509030,78.115,-1888505,-509030,-1548574.1,-417404.6,-2228435.9,-600655.4,-20773.56,-5599.33,151080.4,40722.4,-660976.75,-178160.5
credit/delta,FAKE_REPLACE_ME - iTraxx Main,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0182 · TRADER-091,Index,-2990232,120623,60.935,-2990232,120623,-2451990.24,98910.86,-3528473.76,142335.14,-32892.55,1326.85,239218.56,-9649.84,-1046581.2,42218.05
credit/delta,FAKE_REPLACE_ME - iTraxx Main,FAKE_REPLACE_ME - 3Y,,FAKE_REPLACE_ME - BOOK-0183 · TRADER-092,Index,-4040652,209337,49.949,-4040652,209337,-3313334.64,171656.34,-4767969.36,247017.66,-44447.17,2302.71,323252.16,-16746.96,-1414228.2,73267.95
credit/delta,FAKE_REPLACE_ME - iTraxx Main,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0184 · TRADER-092,Index,2429786,262631,8.065,2429786,262631,1992424.52,215357.42,2867147.48,309904.58,26727.65,2888.94,-194382.88,-21010.48,850425.1,91920.85
credit/delta,FAKE_REPLACE_ME - iTraxx Main,FAKE_REPLACE_ME - 7Y,,FAKE_REPLACE_ME - BOOK-0185 · TRADER-093,Index,-2638550,455863,28.255,-2638550,455863,-2163611,373807.66,-3113489,537918.34,-29024.05,5014.49,211084,-36469.04,-923492.5,159552.05
credit/delta,FAKE_REPLACE_ME - Ford CDS,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0186 · TRADER-093,Single Name,3893925,383222,99.805,3893925,383222,3193018.5,314242.04,4594831.5,452201.96,42833.17,4215.44,-311514,-30657.76,1362873.75,134127.7
credit/delta,FAKE_REPLACE_ME - Ford CDS,FAKE_REPLACE_ME - 3Y,,FAKE_REPLACE_ME - BOOK-0187 · TRADER-094,Single Name,-1576420,37476,53.922,-1576420,37476,-1292664.4,30730.32,-1860175.6,44221.68,-17340.62,412.24,126113.6,-2998.08,-551747,13116.6
credit/delta,FAKE_REPLACE_ME - Ford CDS,FAKE_REPLACE_ME - 5Y,,FAKE_REPLACE_ME - BOOK-0188 · TRADER-094,Single Name,4585501,-124682,14.05,4585501,-124682,3760110.82,-102239.24,5410891.18,-147124.76,50440.51,-1371.5,-366840.08,9974.56,1604925.35,-43638.7
credit/delta,FAKE_REPLACE_ME - Ford CDS,FAKE_REPLACE_ME - 7Y,,FAKE_REPLACE_ME - BOOK-0189 · TRADER-095,Single Name,-342901,439884,15.811,-342901,439884,-281178.82,360704.88,-404623.18,519063.12,-3771.91,4838.72,27432.08,-35190.72,-120015.35,153959.4
credit/vega,FAKE_REPLACE_ME - CDX IG Vol,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0190 · TRADER-095,Index,-2449713,335555,34.94,-2449713,335555,-2008764.66,275155.1,-2890661.34,395954.9,-26946.84,3691.1,195977.04,-26844.4,-857399.55,117444.25
credit/vega,FAKE_REPLACE_ME - CDX IG Vol,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0191 · TRADER-096,Index,2972017,-59691,76.273,2972017,-59691,2437053.94,-48946.62,3506980.06,-70435.38,32692.19,-656.6,-237761.36,4775.28,1040205.95,-20891.85
credit/vega,FAKE_REPLACE_ME - CDX IG Vol,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0192 · TRADER-096,Index,2599735,508795,31.674,2599735,508795,2131782.7,417211.9,3067687.3,600378.1,28597.08,5596.74,-207978.8,-40703.6,909907.25,178078.25
credit/vega,FAKE_REPLACE_ME - iTraxx Main Vol,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0193 · TRADER-097,Index,-1260590,220890,36.613,-1260590,220890,-1033683.8,181129.8,-1487496.2,260650.2,-13866.49,2429.79,100847.2,-17671.2,-441206.5,77311.5
credit/vega,FAKE_REPLACE_ME - iTraxx Main Vol,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0194 · TRADER-097,Index,4922246,-272130,99.304,4922246,-272130,4036241.72,-223146.6,5808250.28,-321113.4,54144.71,-2993.43,-393779.68,21770.4,1722786.1,-95245.5
credit/vega,FAKE_REPLACE_ME - iTraxx Main Vol,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0195 · TRADER-098,Index,973925,-312812,93.422,973925,-312812,798618.5,-256505.84,1149231.5,-369118.16,10713.17,-3440.93,-77914,25024.96,340873.75,-109484.2
credit/vega,FAKE_REPLACE_ME - Ford CDS Vol,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0196 · TRADER-098,Single Name,-1269464,-59755,21.57,-1269464,-59755,-1040960.48,-48999.1,-1497967.52,-70510.9,-13964.1,-657.3,101557.12,4780.4,-444312.4,-20914.25
credit/vega,FAKE_REPLACE_ME - Ford CDS Vol,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0197 · TRADER-099,Single Name,1970512,-190824,24.368,1970512,-190824,1615819.84,-156475.68,2325204.16,-225172.32,21675.63,-2099.06,-157640.96,15265.92,689679.2,-66788.4
credit/vega,FAKE_REPLACE_ME - Ford CDS Vol,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0198 · TRADER-099,Single Name,2663633,-241895,10.152,2663633,-241895,2184179.06,-198353.9,3143086.94,-285436.1,29299.96,-2660.84,-213090.64,19351.6,932271.55,-84663.25
commo/delta,FAKE_REPLACE_ME - Brent,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0199 · TRADER-100,Oil,4570626,-519350,52.003,,,,,,,,,,,,
commo/delta,FAKE_REPLACE_ME - Brent,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0200 · TRADER-100,Oil,727255,-419736,43.23,,,,,,,,,,,,
commo/delta,FAKE_REPLACE_ME - Brent,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0201 · TRADER-101,Oil,-1609142,-441536,59.112,,,,,,,,,,,,
commo/delta,FAKE_REPLACE_ME - Gold,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0202 · TRADER-101,Precious,4137458,-165999,91.547,,,,,,,,,,,,
commo/delta,FAKE_REPLACE_ME - Gold,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0203 · TRADER-102,Precious,-4007521,-451862,55.852,,,,,,,,,,,,
commo/delta,FAKE_REPLACE_ME - Gold,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0204 · TRADER-102,Precious,3221754,-529632,92.973,,,,,,,,,,,,
commo/delta,FAKE_REPLACE_ME - TTF Gas,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0205 · TRADER-103,Gas,3003708,-273977,85.74,,,,,,,,,,,,
commo/delta,FAKE_REPLACE_ME - TTF Gas,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0206 · TRADER-103,Gas,3615477,-314879,52.572,,,,,,,,,,,,
commo/delta,FAKE_REPLACE_ME - TTF Gas,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0207 · TRADER-104,Gas,-2104628,441971,54.374,,,,,,,,,,,,
commo/vega,FAKE_REPLACE_ME - Brent Vol,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0208 · TRADER-104,Oil,2530213,-543919,35.864,,,,,,,,,,,,
commo/vega,FAKE_REPLACE_ME - Brent Vol,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0209 · TRADER-105,Oil,-892845,-342592,84.162,,,,,,,,,,,,
commo/vega,FAKE_REPLACE_ME - Brent Vol,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0210 · TRADER-105,Oil,494712,-58999,55.279,,,,,,,,,,,,
commo/vega,FAKE_REPLACE_ME - Gold Vol,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0211 · TRADER-106,Precious,2220958,537228,60.778,,,,,,,,,,,,
commo/vega,FAKE_REPLACE_ME - Gold Vol,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0212 · TRADER-106,Precious,-1083520,-472130,67.183,,,,,,,,,,,,
commo/vega,FAKE_REPLACE_ME - Gold Vol,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0213 · TRADER-107,Precious,-4099145,109539,53.449,,,,,,,,,,,,
commo/vega,FAKE_REPLACE_ME - TTF Gas Vol,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0214 · TRADER-107,Gas,426133,277122,12.593,,,,,,,,,,,,
commo/vega,FAKE_REPLACE_ME - TTF Gas Vol,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0215 · TRADER-108,Gas,2021271,-518648,71.747,,,,,,,,,,,,
commo/vega,FAKE_REPLACE_ME - TTF Gas Vol,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0216 · TRADER-108,Gas,-4873143,-262296,90.321,,,,,,,,,,,,
fx/delta,FAKE_REPLACE_ME - EUR/USD,,,FAKE_REPLACE_ME - BOOK-0217 · TRADER-109,G10,775069,48429,83.038,,,,,,,,,,,,
fx/delta,FAKE_REPLACE_ME - USD/JPY,,,FAKE_REPLACE_ME - BOOK-0218 · TRADER-109,G10,1569344,166407,52.266,,,,,,,,,,,,
fx/delta,FAKE_REPLACE_ME - GBP/USD,,,FAKE_REPLACE_ME - BOOK-0219 · TRADER-110,G10,3743843,-26371,84.422,,,,,,,,,,,,
fx/gamma,FAKE_REPLACE_ME - EUR/USD,,,FAKE_REPLACE_ME - BOOK-0220 · TRADER-110,G10,-1305072,-199039,43.832,,,,,,,,,,,,
fx/gamma,FAKE_REPLACE_ME - USD/JPY,,,FAKE_REPLACE_ME - BOOK-0221 · TRADER-111,G10,-3531659,-401566,16.122,,,,,,,,,,,,
fx/gamma,FAKE_REPLACE_ME - GBP/USD,,,FAKE_REPLACE_ME - BOOK-0222 · TRADER-111,G10,2761988,-254408,22.278,,,,,,,,,,,,
fx/vega,FAKE_REPLACE_ME - EUR/USD Vol,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0223 · TRADER-112,G10,2991196,-549762,62.832,,,,,,,,,,,,
fx/vega,FAKE_REPLACE_ME - EUR/USD Vol,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0224 · TRADER-112,G10,4697206,-138680,59.505,,,,,,,,,,,,
fx/vega,FAKE_REPLACE_ME - EUR/USD Vol,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0225 · TRADER-113,G10,-3189087,-409492,84.368,,,,,,,,,,,,
fx/vega,FAKE_REPLACE_ME - USD/JPY Vol,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0226 · TRADER-113,G10,764915,-86346,50.127,,,,,,,,,,,,
fx/vega,FAKE_REPLACE_ME - USD/JPY Vol,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0227 · TRADER-114,G10,-3055923,271288,29.644,,,,,,,,,,,,
fx/vega,FAKE_REPLACE_ME - USD/JPY Vol,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0228 · TRADER-114,G10,4061064,-10885,38.825,,,,,,,,,,,,
fx/vega,FAKE_REPLACE_ME - GBP/USD Vol,FAKE_REPLACE_ME - 1M,,FAKE_REPLACE_ME - BOOK-0229 · TRADER-115,G10,2138977,122658,78.006,,,,,,,,,,,,
fx/vega,FAKE_REPLACE_ME - GBP/USD Vol,FAKE_REPLACE_ME - 3M,,FAKE_REPLACE_ME - BOOK-0230 · TRADER-115,G10,3137769,-180040,97.767,,,,,,,,,,,,
fx/vega,FAKE_REPLACE_ME - GBP/USD Vol,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0231 · TRADER-116,G10,1111784,359725,37.167,,,,,,,,,,,,
ir/delta,FAKE_REPLACE_ME - USD SOFR,FAKE_REPLACE_ME - 6M,,FAKE_REPLACE_ME - BOOK-0232 · TRADER-116,G10,3302952,433023,86.935,,,,,,,,,,,,
ir/delta,FAKE_REPLACE_ME - USD SOFR,FAKE_REPLACE_ME - 1Y,,FAKE_REPLACE_ME - BOOK-0233 · TRADER-117,G10,2684472,-131125,87.272,,,,,,,,,,,,
