Portfolio,Product,Activity,SignoffGroup,Category
FAKE_REPLACE_ME - BOOK-0592 · TRADER-136,Hedges,FAKE_REPLACE_ME - Activity 8,FAKE_REPLACE_ME - SOG-056,FAKE_REPLACE_ME - Business 08
FAKE_REPLACE_ME - BOOK-0593 · TRADER-137,XVA,FAKE_REPLACE_ME - Activity 9,FAKE_REPLACE_ME - SOG-057,FAKE_REPLACE_ME - Business 09
FAKE_REPLACE_ME - BOOK-0594 · TRADER-137,Hedges,FAKE_REPLACE_ME - Activity 9,FAKE_REPLACE_ME - SOG-057,FAKE_REPLACE_ME - Business 09
FAKE_REPLACE_ME - BOOK-0595 · TRADER-138,XVA,FAKE_REPLACE_ME - Activity 10,FAKE_REPLACE_ME - SOG-058,FAKE_REPLACE_ME - Business 10
FAKE_REPLACE_ME - BOOK-0596 · TRADER-138,Hedges,FAKE_REPLACE_ME - Activity 10,FAKE_REPLACE_ME - SOG-058,FAKE_REPLACE_ME - Business 10
FAKE_REPLACE_ME - BOOK-0597 · TRADER-139,XVA,FAKE_REPLACE_ME - Activity 11,FAKE_REPLACE_ME - SOG-059,FAKE_REPLACE_ME - Business 11
FAKE_REPLACE_ME - BOOK-0598 · TRADER-139,Hedges,FAKE_REPLACE_ME - Activity 11,FAKE_REPLACE_ME - SOG-059,FAKE_REPLACE_ME - Business 11
FAKE_REPLACE_ME - BOOK-0599 · TRADER-140,XVA,FAKE_REPLACE_ME - Activity 12,FAKE_REPLACE_ME - SOG-060,FAKE_REPLACE_ME - Business 12
FAKE_REPLACE_ME - BOOK-0600 · TRADER-140,Hedges,FAKE_REPLACE_ME - Activity 12,FAKE_REPLACE_ME - SOG-060,FAKE_REPLACE_ME - Business 12
FAKE_REPLACE_ME - BOOK-0601 · TRADER-141,XVA,FAKE_REPLACE_ME - Activity 13,FAKE_REPLACE_ME - SOG-061,FAKE_REPLACE_ME - Business 13
FAKE_REPLACE_ME - BOOK-0602 · TRADER-141,Hedges,FAKE_REPLACE_ME - Activity 13,FAKE_REPLACE_ME - SOG-061,FAKE_REPLACE_ME - Business 13
FAKE_REPLACE_ME - BOOK-0603 · TRADER-142,XVA,FAKE_REPLACE_ME - Activity 14,FAKE_REPLACE_ME - SOG-062,FAKE_REPLACE_ME - Business 14
FAKE_REPLACE_ME - BOOK-0604 · TRADER-142,Hedges,FAKE_REPLACE_ME - Activity 14,FAKE_REPLACE_ME - SOG-062,FAKE_REPLACE_ME - Business 14
FAKE_REPLACE_ME - BOOK-0605 · TRADER-143,XVA,FAKE_REPLACE_ME - Activity 15,FAKE_REPLACE_ME - SOG-063,FAKE_REPLACE_ME - Business 15
FAKE_REPLACE_ME - BOOK-0606 · TRADER-143,Hedges,FAKE_REPLACE_ME - Activity 15,FAKE_REPLACE_ME - SOG-063,FAKE_REPLACE_ME - Business 15
FAKE_REPLACE_ME - BOOK-0607 · TRADER-144,XVA,FAKE_REPLACE_ME - Activity 16,FAKE_REPLACE_ME - SOG-064,FAKE_REPLACE_ME - Business 16
FAKE_REPLACE_ME - BOOK-0608 · TRADER-144,Hedges,FAKE_REPLACE_ME - Activity 16,FAKE_REPLACE_ME - SOG-064,FAKE_REPLACE_ME - Business 16
FAKE_REPLACE_ME - BOOK-0609 · TRADER-145,XVA,FAKE_REPLACE_ME - Activity 17,FAKE_REPLACE_ME - SOG-065,FAKE_REPLACE_ME - Business 17
FAKE_REPLACE_ME - BOOK-0610 · TRADER-145,Hedges,FAKE_REPLACE_ME - Activity 17,FAKE_REPLACE_ME - SOG-065,FAKE_REPLACE_ME - Business 17
FAKE_REPLACE_ME - BOOK-0611 · TRADER-146,XVA,FAKE_REPLACE_ME - Activity 18,FAKE_REPLACE_ME - SOG-066,FAKE_REPLACE_ME - Business 18
FAKE_REPLACE_ME - BOOK-0612 · TRADER-146,Hedges,FAKE_REPLACE_ME - Activity 18,FAKE_REPLACE_ME - SOG-066,FAKE_REPLACE_ME - Business 18
FAKE_REPLACE_ME - BOOK-0613 · TRADER-147,XVA,FAKE_REPLACE_ME - Activity 19,FAKE_REPLACE_ME - SOG-067,FAKE_REPLACE_ME - Business 01
FAKE_REPLACE_ME - BOOK-0614 · TRADER-147,Hedges,FAKE_REPLACE_ME - Activity 19,FAKE_REPLACE_ME - SOG-067,FAKE_REPLACE_ME - Business 01
FAKE_REPLACE_ME - BOOK-0615 · TRADER-148,XVA,FAKE_REPLACE_ME - Activity 20,FAKE_REPLACE_ME - SOG-068,FAKE_REPLACE_ME - Business 02
FAKE_REPLACE_ME - BOOK-0616 · TRADER-148,Hedges,FAKE_REPLACE_ME - Activity 20,FAKE_REPLACE_ME - SOG-068,FAKE_REPLACE_ME - Business 02
FAKE_REPLACE_ME - BOOK-0617 · TRADER-149,XVA,FAKE_REPLACE_ME - Activity 21,FAKE_REPLACE_ME - SOG-069,FAKE_REPLACE_ME - Business 03
FAKE_REPLACE_ME - BOOK-0618 · TRADER-149,Hedges,FAKE_REPLACE_ME - Activity 21,FAKE_REPLACE_ME - SOG-069,FAKE_REPLACE_ME - Business 03
FAKE_REPLACE_ME - BOOK-0619 · TRADER-150,XVA,FAKE_REPLACE_ME - Activity 22,FAKE_REPLACE_ME - SOG-070,FAKE_REPLACE_ME - Business 04
FAKE_REPLACE_ME - BOOK-0620 · TRADER-150,Hedges,FAKE_REPLACE_ME - Activity 22,FAKE_REPLACE_ME - SOG-070,FAKE_REPLACE_ME - Business 04
FAKE_REPLACE_ME - BOOK-0621 · TRADER-151,XVA,FAKE_REPLACE_ME - Activity 23,FAKE_REPLACE_ME - SOG-071,FAKE_REPLACE_ME - Business 05
FAKE_REPLACE_ME - BOOK-0622 · TRADER-151,Hedges,FAKE_REPLACE_ME - Activity 23,FAKE_REPLACE_ME - SOG-071,FAKE_REPLACE_ME - Business 05
FAKE_REPLACE_ME - BOOK-0623 · TRADER-152,XVA,FAKE_REPLACE_ME - Activity 24,FAKE_REPLACE_ME - SOG-072,FAKE_REPLACE_ME - Business 06
FAKE_REPLACE_ME - BOOK-0624 · TRADER-152,Hedges,FAKE_REPLACE_ME - Activity 24,FAKE_REPLACE_ME - SOG-072,FAKE_REPLACE_ME - Business 06
FAKE_REPLACE_ME - BOOK-0625 · TRADER-153,XVA,FAKE_REPLACE_ME - Activity 1,FAKE_REPLACE_ME - SOG-073,FAKE_REPLACE_ME - Business 07
FAKE_REPLACE_ME - BOOK-0626 · TRADER-153,Hedges,FAKE_REPLACE_ME - Activity 1,FAKE_REPLACE_ME - SOG-073,FAKE_REPLACE_ME - Business 07
FAKE_REPLACE_ME - BOOK-0627 · TRADER-154,XVA,FAKE_REPLACE_ME - Activity 2,FAKE_REPLACE_ME - SOG-074,FAKE_REPLACE_ME - Business 08
FAKE_REPLACE_ME - BOOK-0628 · TRADER-154,Hedges,FAKE_REPLACE_ME - Activity 2,FAKE_REPLACE_ME - SOG-074,FAKE_REPLACE_ME - Business 08
FAKE_REPLACE_ME - BOOK-0629 · TRADER-155,XVA,FAKE_REPLACE_ME - Activity 3,FAKE_REPLACE_ME - SOG-075,FAKE_REPLACE_ME - Business 09
FAKE_REPLACE_ME - BOOK-0630 · TRADER-155,Hedges,FAKE_REPLACE_ME - Activity 3,FAKE_REPLACE_ME - SOG-075,FAKE_REPLACE_ME - Business 09
FAKE_REPLACE_ME - BOOK-0631 · TRADER-156,XVA,FAKE_REPLACE_ME - Activity 4,FAKE_REPLACE_ME - SOG-076,FAKE_REPLACE_ME - Business 10
FAKE_REPLACE_ME - BOOK-0632 · TRADER-156,Hedges,FAKE_REPLACE_ME - Activity 4,FAKE_REPLACE_ME - SOG-076,FAKE_REPLACE_ME - Business 10
FAKE_REPLACE_ME - BOOK-0633 · TRADER-157,XVA,FAKE_REPLACE_ME - Activity 5,FAKE_REPLACE_ME - SOG-077,FAKE_REPLACE_ME - Business 11
FAKE_REPLACE_ME - BOOK-0634 · TRADER-157,Hedges,FAKE_REPLACE_ME - Activity 5,FAKE_REPLACE_ME - SOG-077,FAKE_REPLACE_ME - Business 11
FAKE_REPLACE_ME - BOOK-0635 · TRADER-158,XVA,FAKE_REPLACE_ME - Activity 6,FAKE_REPLACE_ME - SOG-078,FAKE_REPLACE_ME - Business 12
FAKE_REPLACE_ME - BOOK-0636 · TRADER-158,Hedges,FAKE_REPLACE_ME - Activity 6,FAKE_REPLACE_ME - SOG-078,FAKE_REPLACE_ME - Business 12
FAKE_REPLACE_ME - BOOK-0637 · TRADER-159,XVA,FAKE_REPLACE_ME - Activity 7,FAKE_REPLACE_ME - SOG-079,FAKE_REPLACE_ME - Business 13
FAKE_REPLACE_ME - BOOK-0638 · TRADER-159,Hedges,FAKE_REPLACE_ME - Activity 7,FAKE_REPLACE_ME - SOG-079,FAKE_REPLACE_ME - Business 13
FAKE_REPLACE_ME - BOOK-0639 · TRADER-160,XVA,FAKE_REPLACE_ME - Activity 8,FAKE_REPLACE_ME - SOG-080,FAKE_REPLACE_ME - Business 14
FAKE_REPLACE_ME - BOOK-0640 · TRADER-160,Hedges,FAKE_REPLACE_ME - Activity 8,FAKE_REPLACE_ME - SOG-080,FAKE_REPLACE_ME - Business 14
